Movie_Name,Votes,Gross_collection_millions,Certification,Star1,Star2,Star3,Star4,Genre1,Genre2,Genre3
The Man,26315,8.33,12A,Samuel L. Jackson,Eugene Levy,Miguel Ferrer,Luke Goss,Action,Comedy,Crime
Legionnaire,25003,N/A,15,Jean-Claude Van Damme,Adewale Akinnuoye-Agbaje,Steven Berkoff,Nicholas Farrell,Action,Adventure,Drama
Taxi 4,29874,N/A,15,Samy Naceri,Frédéric Diefenthal,Bernard Farcy,Emma Wiklund,Action,Comedy,Crime
Gunjan Saxena: The Kargil Girl,35225,N/A,15,Janhvi Kapoor,Pankaj Tripathi,Angad Bedi,Manav Vij,Action,Biography,Drama
The Out-Laws,25651,N/A,15,Adam Devine,Pierce Brosnan,Ellen Barkin,Nina Dobrev,Action,Comedy,Crime
65,63388,N/A,12A,Adam Driver,Ariana Greenblatt,Chloe Coleman,Nika King,Action,Adventure,Drama
Batman Forever,260720,184.03,12,Val Kilmer,Tommy Lee Jones,Jim Carrey,Nicole Kidman,Action,Adventure,
Gods of Egypt,122058,31.15,12A,Brenton Thwaites,Nikolaj Coster-Waldau,Gerard Butler,Chadwick Boseman,Action,Adventure,Drama
The Mummy,198412,80.1,15,Tom Cruise,Sofia Boutella,Annabelle Wallis,Russell Crowe,Action,Adventure,Fantasy
Wonder Woman 1984,281604,46.37,12A,Gal Gadot,Chris Pine,Kristen Wiig,Pedro Pascal,Action,Adventure,Fantasy
Tank Girl,33512,4.06,15,Lori Petty,Ice-T,Naomi Watts,Don Harvey,Action,Comedy,Sci-Fi
Drive Angry,101911,10.71,18,Nicolas Cage,Amber Heard,William Fichtner,Billy Burke,Action,Comedy,Fantasy
Maximum Overdrive,34335,7.43,18,Emilio Estevez,Pat Hingle,Laura Harrington,Yeardley Smith,Action,Comedy,Horror
Godzilla,198436,136.31,PG,Matthew Broderick,Jean Reno,Maria Pitillo,Hank Azaria,Action,Sci-Fi,Thriller
Ava,59969,0.5,15,Jessica Chastain,John Malkovich,Common,Geena Davis,Action,Drama,Thriller
Blackhat,62424,7.1,15,Chris Hemsworth,Viola Davis,Tang Wei,Leehom Wang,Action,Crime,Thriller
Snake Eyes,42549,N/A,12A,Henry Golding,Andrew Koji,Haruka Abe,Takehiro Hira,Action,Adventure,Crime
The Forever Purge,39549,44.54,15,Ana de la Reguera,Tenoch Huerta,Josh Lucas,Leven Rambin,Action,Crime,Horror
"Game Over, Man!",32234,N/A,15,Adam Devine,Anders Holm,Blake Anderson,Chloe Bridges,Action,Comedy,
Æon Flux,131103,25.86,15,Charlize Theron,Frances McDormand,Sophie Okonedo,Marton Csokas,Action,Adventure,Sci-Fi
Killers,94258,47.06,12A,Katherine Heigl,Ashton Kutcher,Tom Selleck,Catherine O'Hara,Action,Comedy,Romance
Pathfinder,45531,10.23,15,Karl Urban,Clancy Brown,Moon Bloodgood,Russell Means,Action,Adventure,Drama
Vampire Academy,56068,7.79,12A,Zoey Deutch,Lucy Fry,Danila Kozlovskiy,Gabriel Byrne,Action,Comedy,Drama
The Last Legion,36636,5.93,12A,Colin Firth,Ben Kingsley,Aishwarya Rai Bachchan,Peter Mullan,Action,Adventure,History
The Spy Next Door,45820,24.27,PG,Jackie Chan,Amber Valletta,Billy Ray Cyrus,Madeline Carroll,Action,Comedy,Family
Season of the Witch,96487,24.83,15,Nicolas Cage,Ron Perlman,Claire Foy,Stephen Campbell Moore,Action,Adventure,Fantasy
Outside the Wire,44325,N/A,15,Anthony Mackie,Damson Idris,Enzo Cilenti,Emily Beecham,Action,Adventure,Fantasy
D3: The Mighty Ducks,27990,22.94,PG,Emilio Estevez,Jeffrey Nordling,David Selby,Heidi Kling,Action,Comedy,Drama
The Man with the Iron Fists,63672,15.63,18,Russell Crowe,Cung Le,Lucy Liu,RZA,Action,,
Big Game,34557,0.02,15,Samuel L. Jackson,Onni Tommila,Ray Stevenson,Victor Garber,Action,Adventure,Comedy
The Tuxedo,86693,50.55,12A,Jackie Chan,Jennifer Love Hewitt,Jason Isaacs,Debi Mazar,Action,Comedy,Sci-Fi
Killing Season,38267,0.03,15,Robert De Niro,John Travolta,Milo Ventimiglia,Liz Olin,Action,Drama,Thriller
Bulletproof Monk,51444,23.02,12A,Chow Yun-Fat,Seann William Scott,Jaime King,Karel Roden,Action,Comedy,Fantasy
Battle for the Planet of the Apes,32462,8.84,A,Roddy McDowall,Claude Akins,Natalie Trundy,Severn Darden,Action,Sci-Fi,
Stone,42332,1.8,15,Edward Norton,Milla Jovovich,Robert De Niro,Frances Conroy,Action,Drama,Mystery
I Spy,52654,33.56,A,Eddie Murphy,Owen Wilson,Famke Janssen,Malcolm McDowell,Action,Adventure,Comedy
Dhoom 3,47933,8.03,12A,Aamir Khan,Katrina Kaif,Abhishek Bachchan,Uday Chopra,Action,Crime,Drama
The Legend,29239,N/A,UA,Geethika,Mayilsamy,Nassar,Prabhu,Action,Drama,Romance
The Predator,139056,51.02,15,Boyd Holbrook,Trevante Rhodes,Jacob Tremblay,Keegan-Michael Key,Action,Adventure,Horror
The New Mutants,85317,23.86,15,Maisie Williams,Anya Taylor-Joy,Charlie Heaton,Alice Braga,Action,Horror,Mystery
Masters of the Universe,42789,17.34,PG,Dolph Lundgren,Frank Langella,Meg Foster,Billy Barty,Action,Adventure,Fantasy
Geostorm,113853,33.7,12A,Gerard Butler,Jim Sturgess,Abbie Cornish,Alexandra Maria Lara,Action,Sci-Fi,Thriller
Daredevil,225113,102.54,15,Ben Affleck,Jennifer Garner,Colin Farrell,Michael Clarke Duncan,Action,Crime,
Legion,108631,40.17,15,Paul Bettany,Dennis Quaid,Charles S. Dutton,Lucas Black,Action,Fantasy,Horror
Ghost Rider,246542,115.8,12A,Nicolas Cage,Eva Mendes,Sam Elliott,Matt Long,Action,Fantasy,Thriller
Robin Hood,77109,30.82,12A,Taron Egerton,Jamie Foxx,Ben Mendelsohn,Eve Hewson,Action,Adventure,Drama
Point Break,64937,28.78,12A,Edgar Ramírez,Luke Bracey,Ray Winstone,Teresa Palmer,Action,Adventure,Crime
Jupiter Ascending,192018,47.39,12A,Channing Tatum,Mila Kunis,Eddie Redmayne,Sean Bean,Action,Adventure,Sci-Fi
Congo,47517,81.02,12,Laura Linney,Tim Curry,Dylan Walsh,Ernie Hudson,Action,Adventure,Mystery
The Karate Kid Part III,67019,38.96,PG,Ralph Macchio,Pat Morita,Robyn Lively,Thomas Ian Griffith,Action,Drama,Family
Red Dawn,79096,44.81,15,Chris Hemsworth,Isabel Lucas,Josh Hutcherson,Josh Peck,Action,Drama,
Max Payne,128562,40.69,15,Mark Wahlberg,Mila Kunis,Beau Bridges,Ludacris,Action,Crime,Drama
Resident Evil: Retribution,146917,42.35,15,Milla Jovovich,Sienna Guillory,Michelle Rodriguez,Aryana Engineer,Action,Horror,Sci-Fi
Land of the Lost,73610,49.44,12A,Will Ferrell,Danny McBride,Anna Friel,Jorma Taccone,Action,Adventure,Comedy
Spy Kids 2: Island of Lost Dreams,71024,85.85,U,Alexa PenaVega,Daryl Sabara,Antonio Banderas,Carla Gugino,Action,Adventure,Comedy
One for the Money,43478,26.41,12A,Katherine Heigl,Jason O'Mara,Daniel Sunjata,John Leguizamo,Action,Comedy,Crime
Bangkok Dangerous,57709,15.28,18,Nicolas Cage,Charlie Yeung,Shahkrit Yamnarm,Panward Hemmanee,Action,Crime,Thriller
Spy Hard,39372,29.0,PG,Leslie Nielsen,Nicollette Sheridan,Charles Durning,Marcia Gay Harden,Action,Comedy,
Hollywood Homicide,38530,30.01,12A,Harrison Ford,Josh Hartnett,Isaiah Washington,Lena Olin,Action,Comedy,Crime
The Colony,46413,N/A,18,Kevin Zegers,Laurence Fishburne,Bill Paxton,Charlotte Sullivan,Action,Horror,Sci-Fi
Universal Soldier: Regeneration,26156,N/A,18,Dolph Lundgren,Jean-Claude Van Damme,Andrei Arlovski,Mike Pyle,Action,Adventure,Sci-Fi
The Way to Paradise,32349,N/A,N/A,Enzo Zelocchi,Jennifer Lyons,Bryson Jones Allman,Brandi Maclaren,Action,Comedy,Thriller
Transformers: The Last Knight,162572,130.17,12A,Mark Wahlberg,Anthony Hopkins,Josh Duhamel,Laura Haddock,Action,Adventure,Sci-Fi
Fast & Furious 9,152570,173.2,12A,Vin Diesel,Michelle Rodriguez,Jordana Brewster,Tyrese Gibson,Action,Crime,Thriller
Morbius,140444,73.87,15,Jared Leto,Matt Smith,Adria Arjona,Jared Harris,Action,Adventure,Horror
The Covenant,51103,23.29,12A,Steven Strait,Sebastian Stan,Toby Hemingway,Taylor Kitsch,Action,Adventure,Fantasy
Resident Evil: Welcome to Raccoon City,59209,17.0,15,Kaya Scodelario,Robbie Amell,Hannah John-Kamen,Tom Hopper,Action,Horror,Sci-Fi
Hellboy,94808,21.9,15,David Harbour,Milla Jovovich,Ian McShane,Sasha Lane,Action,Adventure,Fantasy
Monster Hunter,64711,15.16,12A,Milla Jovovich,Tony Jaa,Ron Perlman,T.I.,Action,Adventure,Fantasy
Independence Day: Resurgence,184956,103.14,12A,Liam Hemsworth,Jeff Goldblum,Bill Pullman,Maika Monroe,Action,Adventure,Sci-Fi
xXx: Return of Xander Cage,95091,44.9,12A,Vin Diesel,Donnie Yen,Deepika Padukone,Kris Wu,Action,Adventure,Thriller
The Bad Batch,33965,0.18,15,Suki Waterhouse,Jason Momoa,Jayda Fink,Keanu Reeves,Action,Horror,Mystery
The 5th Wave,114108,34.92,15,Chloë Grace Moretz,Matthew Zuk,Gabriela Lopez,Bailey Anne Borders,Action,Adventure,Sci-Fi
A Good Day to Die Hard,211622,67.35,UA,Bruce Willis,Jai Courtney,Sebastian Koch,Mary Elizabeth Winstead,Action,Thriller,
The Mummy: Tomb of the Dragon Emperor,166970,102.49,12A,Brendan Fraser,Jet Li,Maria Bello,Michelle Yeoh,Action,Adventure,Fantasy
Doom,116662,28.21,15,Karl Urban,Rosamund Pike,Dwayne Johnson,Deobia Oparei,Action,Horror,Sci-Fi
Spawn,70668,54.97,12,Michael Jai White,John Leguizamo,Martin Sheen,Theresa Randle,Action,Crime,Drama
Mighty Morphin Power Rangers: The Movie,29228,38.19,PG,Karan Ashley,Johnny Yong Bosch,Steve Cardenas,Jason David Frank,Action,Adventure,Family
Paul Blart: Mall Cop,114382,20.82,PG,Kevin James,Keir O'Donnell,Jayma Mays,Raini Rodriguez,Action,Comedy,Crime
Lost in Space,73892,69.12,PG,Gary Oldman,William Hurt,Matt LeBlanc,Mimi Rogers,Action,Adventure,Family
The First Purge,67184,69.49,15,Y'lan Noel,Lex Scott Davis,Joivan Wade,Steve Harris,Action,Horror,Sci-Fi
Big Momma's House,88685,117.56,12,Martin Lawrence,Nia Long,Paul Giamatti,Jascha Washington,Action,Comedy,Crime
The Transporter Refuelled,43608,16.03,15,Ed Skrein,Loan Chabanol,Ray Stevenson,Lenn Kudrjawizki,Action,Thriller,
Alex Cross,34881,25.89,15,Tyler Perry,Matthew Fox,Rachel Nichols,Edward Burns,Action,Crime,Mystery
The Medallion,43017,22.11,PG,Jackie Chan,Lee Evans,Claire Forlani,Julian Sands,Action,Comedy,Fantasy
Mutant Chronicles,26860,0.01,18,Thomas Jane,Ron Perlman,Devon Aoki,Sean Pertwee,Action,Adventure,Mystery
Beast,34677,N/A,15,Saurabh Thakur,Joseph Vijay,Pooja Hegde,K. Selvaraghavan,Action,Thriller,
Moonfall,90939,19.06,12A,Halle Berry,Patrick Wilson,John Bradley,Charlie Plummer,Action,Adventure,Sci-Fi
The Twilight Saga: Eclipse,253760,300.53,12A,Kristen Stewart,Robert Pattinson,Taylor Lautner,Xavier Samuel,Action,Adventure,Drama
Conan the Barbarian,101172,21.3,15,Jason Momoa,Ron Perlman,Rose McGowan,Stephen Lang,Action,Adventure,Fantasy
Eragon,128722,75.03,PG,Ed Speleers,Sienna Guillory,Jeremy Irons,John Malkovich,Action,Adventure,Family
Red Sonja,43714,6.95,15,Arnold Schwarzenegger,Brigitte Nielsen,Sandahl Bergman,Paul L. Smith,Action,Adventure,Fantasy
"10,000 BC",133832,94.78,12A,Camilla Belle,Steven Strait,Marco Khan,Cliff Curtis,Action,Adventure,Drama
"I, Frankenstein",82804,19.08,12A,Aaron Eckhart,Bill Nighy,Miranda Otto,Virginie Le Brun,Action,Fantasy,Sci-Fi
Abduction,82223,28.09,12A,Taylor Lautner,Lily Collins,Alfred Molina,Jake Andolina,Action,Mystery,Thriller
Stealth,55393,32.12,12A,Josh Lucas,Jessica Biel,Jamie Foxx,Sam Shepard,Action,Adventure,Sci-Fi
Cats & Dogs,61360,93.39,PG,Alec Baldwin,Tobey Maguire,Jeff Goldblum,Elizabeth Perkins,Action,Adventure,Comedy
Agent Cody Banks,36164,47.94,12,Frankie Muniz,Hilary Duff,Andrew Francis,Angie Harmon,Action,Adventure,Comedy
Hot Pursuit,53009,34.51,12A,Reese Witherspoon,Sofía Vergara,Matthew Del Negro,Michael Mosley,Action,Comedy,Crime
G-Force,48611,119.44,PG,Will Arnett,Penélope Cruz,Zach Galifianakis,Bill Nighy,Animation,Action,Adventure
Miss Congeniality 2: Armed & Fabulous,78189,48.48,12A,Sandra Bullock,Regina King,William Shatner,Enrique Murciano,Action,Comedy,Crime
Stormbreaker,25249,0.65,PG,Alex Pettyfer,Mickey Rourke,Sophie Okonedo,Sarah Bolger,Action,Adventure,Family
Get Carter,35722,14.97,15,Sylvester Stallone,Rachael Leigh Cook,Miranda Richardson,Rhona Mitra,Action,Crime,Drama
Bachchhan Paandey,36266,N/A,15,Kriti Sanon,Akshay Kumar,Jacqueline Fernandez,Pankaj Tripathi,Action,Comedy,Crime
Charlie's Angels,77250,17.8,12A,Kristen Stewart,Naomi Scott,Ella Balinska,Elizabeth Banks,Action,Adventure,Comedy
Superman III,73027,59.95,PG,Christopher Reeve,Richard Pryor,Margot Kidder,Jackie Cooper,Action,Adventure,Comedy
How It Ends,56041,N/A,15,Theo James,Kat Graham,Nancy Sorel,Nicole Ari Parker,Action,Drama,Horror
Shadow in the Cloud,29109,N/A,15,Chloë Grace Moretz,Nick Robinson,Beulah Koale,Taylor John Smith,Action,Horror,War
Cyborg,32879,10.17,18,Jean-Claude Van Damme,Deborah Richter,Vincent Klyn,Alex Daniels,Action,Sci-Fi,Thriller
The Phantom,35096,17.3,12,Billy Zane,Kristy Swanson,Treat Williams,Catherine Zeta-Jones,Action,Adventure,Comedy
See No Evil,28204,15.03,18,Glenn Jacobs,Christina Vidal,Michael J. Pagan,Samantha Noble,Action,Horror,Thriller
Virus,29132,14.01,18,Jamie Lee Curtis,Donald Sutherland,William Baldwin,Joanna Pacula,Action,Horror,Sci-Fi
Tokarev,25048,N/A,15,Nicolas Cage,Rachel Nichols,Max Ryan,Michael McGrady,Action,Thriller,
Dilwale,36798,4.83,12A,Shah Rukh Khan,Kajol,Varun Dhawan,Kriti Sanon,Action,Comedy,Drama
Anaconda,108640,65.89,15,Jon Voight,Jennifer Lopez,Eric Stoltz,Ice Cube,Action,Adventure,Horror
Dracula 2001,35345,33.02,15,Gerard Butler,Justine Waddell,Jonny Lee Miller,Christopher Plummer,Action,Fantasy,Horror
Wild Wild West,164522,113.81,12A,Will Smith,Kevin Kline,Kenneth Branagh,Salma Hayek,Action,Comedy,Sci-Fi
Charlie's Angels: Full Throttle,130927,100.83,A,Drew Barrymore,Lucy Liu,Cameron Diaz,Bernie Mac,Action,Adventure,Comedy
The Darkest Hour,62743,21.43,12A,Emile Hirsch,Olivia Thirlby,Max Minghella,Rachael Taylor,Action,Adventure,Horror
The Cold Light of Day,38728,3.75,15,Henry Cavill,Bruce Willis,Sigourney Weaver,Verónica Echegui,Action,Thriller,
Ghosts of Mars,56425,8.43,15,Natasha Henstridge,Ice Cube,Pam Grier,Jason Statham,Action,Horror,Sci-Fi
Blues Brothers 2000,34217,13.98,PG,Dan Aykroyd,John Goodman,Walter Levine,Tom Davis,Action,Comedy,Crime
Happy New Year,39224,N/A,12A,Shah Rukh Khan,Deepika Padukone,Abhishek Bachchan,Boman Irani,Action,Comedy,Crime
DOA: Dead or Alive,45729,0.48,15,Jaime Pressly,Devon Aoki,Sarah Carter,Holly Valance,Action,Adventure,Mystery
Teenage Mutant Ninja Turtles III,35039,42.66,PG,Elias Koteas,Paige Turco,Stuart Wilson,Sab Shimono,Action,Adventure,Comedy
The Ridiculous 6,51831,N/A,15,Adam Sandler,Terry Crews,Jorge Garcia,Taylor Lautner,Action,Adventure,Comedy
Tekken,28101,N/A,15,Jonathan Patrick Foo,Kelly Overton,Cary-Hiroyuki Tagawa,Ian Anthony Dale,Action,Crime,Drama
After Earth,205860,60.52,12A,Jaden Smith,David Denman,Will Smith,Sophie Okonedo,Action,Adventure,Sci-Fi
Crocodile Dundee in Los Angeles,25716,25.64,PG,Paul Hogan,Linda Kozlowski,Jere Burns,Jonathan Banks,Action,Adventure,Comedy
Double Team,35750,11.44,18,Jean-Claude Van Damme,Dennis Rodman,Mickey Rourke,Paul Freeman,Action,Comedy,Sci-Fi
Godsend,26154,14.38,15,Robert De Niro,Greg Kinnear,Rebecca Romijn,Cameron Bright,Action,Drama,Fantasy
Shamshera,56845,N/A,15,Ranbir Kapoor,Sanjay Dutt,Vaani Kapoor,Saurabh Shukla,Action,Adventure,Drama
Howard the Duck,49387,16.3,12,Lea Thompson,Jeffrey Jones,Tim Robbins,Ed Gale,Action,Adventure,Comedy
Zoolander 2,73489,28.85,12A,Ben Stiller,Owen Wilson,Penélope Cruz,Will Ferrell,Action,Adventure,Comedy
Elektra,95816,24.41,12A,Jennifer Garner,Goran Visnjic,Will Yun Lee,Kirsten Zien,Action,Adventure,Crime
The Spirit,62237,19.78,15,Gabriel Macht,Samuel L. Jackson,Scarlett Johansson,Jaime King,Action,Crime,Fantasy
Jonah Hex,60488,10.54,15,Josh Brolin,Megan Fox,John Malkovich,Michael Fassbender,Action,Drama,Fantasy
The Marine,34937,18.84,15,John Cena,Kelly Carlson,Robert Patrick,Anthony Ray Parker,Action,Comedy,Drama
Snatched,36698,45.83,15,Amy Schumer,Goldie Hawn,Kim Caramele,Raven Goodwin,Action,Adventure,Comedy
Anacondas: The Hunt for the Blood Orchid,32931,32.24,12A,Morris Chestnut,KaDee Strickland,Eugene Byrd,Johnny Messner,Action,Adventure,Horror
Ra.One,44878,2.51,12A,Shah Rukh Khan,Arjun Rampal,Kareena Kapoor,Shahana Goswami,Action,Adventure,Sci-Fi
Bodyguard,27059,N/A,12A,Salman Khan,Kareena Kapoor,Raj Babbar,Hazel Keech,Action,Comedy,Drama
Bharat,31802,2.97,12A,Salman Khan,Katrina Kaif,Sunil Grover,Tabu,Action,Comedy,Drama
Superhero Movie,72843,26.64,12A,Drake Bell,Leslie Nielsen,Sara Paxton,Christopher McDonald,Action,Comedy,Sci-Fi
AVPR: Aliens vs Predator - Requiem,130044,41.8,15,Reiko Aylesworth,Steven Pasquale,Shareeka Epps,John Ortiz,Action,Adventure,Horror
Interceptor,26107,N/A,15,Elsa Pataky,Luke Bracey,Aaron Glenane,Mayen Mehta,Action,Adventure,Drama
Home Alone 3,122102,30.88,PG,Alex D. Linz,Olek Krupa,Rya Kihlstedt,Lenny von Dohlen,Action,Comedy,Crime
Driven,42381,32.72,PG,Sylvester Stallone,Kip Pardue,Til Schweiger,Burt Reynolds,Action,Drama,Sport
Kisi Ka Bhai Kisi Ki Jaan,39232,N/A,15,Salman Khan,Pooja Hegde,Venkatesh Daggubati,Jagapathi Babu,Action,Comedy,Drama
Skyline,91263,21.37,15,Eric Balfour,Donald Faison,Scottie Thompson,Brittany Daniel,Action,Sci-Fi,Thriller
Thunder Force,44170,N/A,12,Melissa McCarthy,Octavia Spencer,Jason Bateman,Bobby Cannavale,Action,Adventure,Comedy
Taxi,43958,36.61,12A,Queen Latifah,Jimmy Fallon,Gisele Bündchen,Henry Simmons,Action,Comedy,Crime
Kangaroo Jack,32914,66.93,PG,Anthony Anderson,Jerry O'Connell,Estella Warren,Christopher Walken,Action,Adventure,Comedy
The Next Karate Kid,32706,8.91,PG,Pat Morita,Hilary Swank,Michael Ironside,Constance Towers,Action,Drama,Family
Species II,30421,19.17,18,Natasha Henstridge,Michael Madsen,Marg Helgenberger,Mykelti Williamson,Action,Horror,Sci-Fi
Shehzada,30370,N/A,12A,Kartik Aaryan,Kriti Sanon,Paresh Rawal,Manisha Koirala,Action,Comedy,Drama
xXx²: The Next Level,72451,26.87,12A,Ice Cube,Samuel L. Jackson,Willem Dafoe,Scott Speedman,Action,Adventure,Crime
Jason X,59167,13.12,15,Kane Hodder,Lexa Doig,Jeff Geddis,David Cronenberg,Action,Horror,Sci-Fi
Cell,29369,N/A,15,John Cusack,Samuel L. Jackson,Isabelle Fuhrman,Clark Sarullo,Action,Adventure,Horror
Paul Blart: Mall Cop 2,39589,71.04,PG,Kevin James,Raini Rodriguez,Eduardo Verástegui,Daniella Alonso,Action,Comedy,Crime
Stop! Or My Mom Will Shoot,43755,28.41,PG,Sylvester Stallone,Estelle Getty,JoBeth Williams,Roger Rees,Action,Comedy,
"Big Mommas: Like Father, Like Son",28698,37.92,PG,Martin Lawrence,Brandon T. Jackson,Jessica Lucas,Michelle Ang,Action,Comedy,Crime
Fantastic Four,172558,56.12,12A,Miles Teller,Kate Mara,Michael B. Jordan,Jamie Bell,Action,Adventure,Sci-Fi
Spy Kids 3: Game Over,63638,111.76,U,Daryl Sabara,Alexa PenaVega,Antonio Banderas,Carla Gugino,Action,Adventure,Comedy
Ghost Rider: Spirit of Vengeance,123546,51.77,12A,Nicolas Cage,Ciarán Hinds,Idris Elba,Violante Placido,Action,Adventure,Fantasy
Ultraviolet,83241,18.5,15,Milla Jovovich,Cameron Bright,Nick Chinlund,Sebastien Andrieu,Action,Sci-Fi,
Inspector Gadget,49826,97.4,U,Matthew Broderick,Rupert Everett,Joely Fisher,Michelle Trachtenberg,Action,Adventure,Comedy
Highlander II: The Quickening,47153,15.56,R,Christopher Lambert,Sean Connery,Virginia Madsen,Michael Ironside,Action,Adventure,Fantasy
The Legend of Hercules,55398,18.85,12A,Kellan Lutz,Gaia Weiss,Scott Adkins,Roxanne McKee,Action,Adventure,Fantasy
Universal Soldier: The Return,30209,10.43,A,Jean-Claude Van Damme,Bill Goldberg,Heidi Schanz,Michael Jai White,Action,Sci-Fi,
Coolie No,73944,N/A,12,Varun Dhawan,Sara Ali Khan,Paresh Rawal,Jaaved Jaaferi,Action,Comedy,Romance
Torque,29084,21.22,15,Martin Henderson,Ice Cube,Monet Mazur,John Ashker,Action,Comedy,Crime
RoboCop 3,52335,10.7,15,Robert John Burke,Nancy Allen,Mario Machado,Remy Ryan,Action,Crime,Sci-Fi
The Last Airbender,168292,131.56,PG,Noah Ringer,Nicola Peltz Beckham,Jackson Rathbone,Dev Patel,Action,Adventure,Family
Street Fighter,73652,33.42,12,Jean-Claude Van Damme,Raul Julia,Ming-Na Wen,Damian Chapa,Action,Adventure,Comedy
Shark Night 3D,26800,18.87,15,Sara Paxton,Dustin Milligan,Chris Carmack,Katharine McPhee,Action,Adventure,Horror
Escape Plan II,33864,N/A,15,Sylvester Stallone,Dave Bautista,Xiaoming Huang,Jesse Metcalfe,Action,Crime,Mystery
Speed 2: Cruise Control,84243,48.61,PG,Sandra Bullock,Jason Patric,Willem Dafoe,Temuera Morrison,Action,Adventure,Crime
Pluto Nash,26565,4.42,PG,Eddie Murphy,Jay Mohr,Randy Quaid,Rosario Dawson,Action,Comedy,Sci-Fi
Batman & Robin,261944,107.33,PG,Arnold Schwarzenegger,George Clooney,Chris O'Donnell,Uma Thurman,Action,Sci-Fi,
The Avengers,44765,23.32,12,Ralph Fiennes,Uma Thurman,Sean Connery,Patrick Macnee,Action,Adventure,Sci-Fi
In the Name of the King: A Dungeon Siege Tale,50341,4.54,12,Jason Statham,Ron Perlman,Ray Liotta,Leelee Sobieski,Action,Adventure,Fantasy
Superman IV: The Quest for Peace,51221,15.68,PG,Christopher Reeve,Gene Hackman,Margot Kidder,Jackie Cooper,Action,Adventure,Sci-Fi
The Adventures of Sharkboy and Lavagirl 3-D,40451,39.18,U,Cayden Boyd,George Lopez,Kristin Davis,David Arquette,Action,Adventure,Comedy
Dungeons & Dragons,35450,15.22,12,Justin Whalin,Jeremy Irons,Zoe McLellan,Bruce Payne,Action,Adventure,Fantasy
Mortal Kombat: Annihilation,56821,35.93,15,Robin Shou,Talisa Soto,James Remar,Sandra Hess,Action,Adventure,Fantasy
Crimea,33500,N/A,N/A,Roman Kurtsyn,Evgeniya Lapova,Pavel Kraynov,Pavel Trubiner,Action,Drama,
Barb Wire,30516,3.79,15,Pamela Anderson,Amir AboulEla,Adriana Alexander,David Andriole,Action,Sci-Fi,
Spy Kids 4: All the Time in the World,27277,38.54,PG,Jessica Alba,Jeremy Piven,Joel McHale,Rowan Blanchard,Action,Adventure,Comedy
Dragon Wars,25093,10.98,12,Jason Behr,Amanda Brooks,Robert Forster,Craig Robinson,Action,Drama,Fantasy
Catwoman,123116,40.2,12A,Halle Berry,Sharon Stone,Benjamin Bratt,Lambert Wilson,Action,Crime,Fantasy
Adipurush,112380,N/A,12A,Kriti Sanon,Saif Ali Khan,Prabhas,Devdutta Nage,Action,Adventure,Drama
Left Behind,41487,14.0,15,Nicolas Cage,Lea Thompson,Cassi Thomson,Chad Michael Murray,Action,Fantasy,Sci-Fi
Rollerball,28958,18.99,15,Chris Klein,Jean Reno,LL Cool J,Rebecca Romijn,Action,Sci-Fi,Sport
BloodRayne,36626,2.41,18,Kristanna Loken,Ben Kingsley,Michelle Rodriguez,Michael Madsen,Action,Fantasy,Horror
Liger,46841,N/A,UA,Mike Tyson,Vijay Deverakonda,Ananya Panday,Ronit Roy,Action,Drama,Romance
